Gene	OW1	OW2	OW3	OW4	YW2	YW3	YW4	YW5
FEX_0009627	12.15	3.99	3.63	20.10	53.70	60.91	19.94	151.62
FEX_0009628	426.95	400.16	216.92	0.00	0.00	440.38	302.99	0.00
FEX_0009629	63.33	131.97	126.88	79.35	253.90	149.90	119.32	295.69
FEX_0009630	569.92	577.13	798.84	363.43	1597.53	1094.61	1544.29	1390.25
FEX_0009631	0.00	38.10	50.51	0.00	52.86	0.00	48.24	0.00
FEX_0009632	3044.80	3214.65	3617.85	2090.97	2816.72	3606.11	2993.16	546.16
FEX_0009633	91.39	185.99	65.01	143.35	106.48	149.54	105.08	227.44
FEX_0009634	134.61	115.01	82.99	49.65	183.52	166.46	107.92	128.56
FEX_0009635	140.13	177.00	118.49	95.02	869.74	490.12	308.55	333.86
FEX_0009636	35.00	34.00	44.00	25.73	20.00	56.00	23.00	8.00
FEX_0009637	0.00	0.00	0.00	0.27	2.00	0.00	0.00	0.00
FEX_0009638	253.95	206.24	32.58	0.00	244.69	395.66	153.99	51.31
FEX_0009639	0.00	7.00	0.00	2.00	0.00	0.00	2.00	2.00
FEX_0009640	16.00	13.00	8.00	7.00	5.00	10.00	4.00	4.00
FEX_0009641	31.76	37.31	9.00	14.26	41.00	24.00	26.61	23.00
FEX_0009642	0.24	50.69	15.00	31.74	9.00	31.00	13.39	5.00
FEX_0009643	4.00	14.00	6.00	22.00	7.00	3.00	9.00	3.00
FEX_0009644	4.00	22.43	29.83	15.47	22.00	26.50	41.46	11.10
FEX_0009645	1.00	2.00	3.00	4.00	4.00	7.00	12.00	5.00
FEX_0009646	1.00	0.00	3.00	2.00	1.00	3.00	0.00	0.00
FEX_0009647	2.00	11.00	3.00	2.00	5.00	1.00	0.00	0.00
FEX_0009648	15.00	16.00	5.00	15.00	15.00	12.00	12.00	6.00
FEX_0009649	311.18	354.53	196.83	124.83	1028.23	624.08	606.14	497.90
FEX_0009650	70.58	200.71	66.47	26.66	577.97	289.12	285.13	243.97
FEX_0009651	19.25	16.76	21.70	13.50	81.80	23.79	41.73	27.13
FEX_0009652	1.00	2.01	16.00	6.00	0.00	5.00	6.00	4.00
FEX_0009653	2.00	7.00	12.00	18.00	6.00	11.00	1.00	5.00
FEX_0009654	0.00	0.00	0.00	0.00	0.89	0.00	0.00	0.00
FEX_0009655	10.00	36.00	38.02	33.00	23.00	19.00	33.00	9.00
FEX_0009656	1.00	8.00	4.11	4.00	2.00	6.03	3.00	0.00
FEX_0009657	2.00	3.13	14.03	18.00	2.00	4.00	10.03	1.00
FEX_0009658	4.00	12.94	13.97	3.00	4.00	2.00	3.00	1.00
FEX_0009659	8.00	12.64	7.28	11.32	8.10	17.04	10.00	0.00
FEX_0009660	1.00	3.00	1.00	4.00	13.00	12.00	15.00	24.00
FEX_0009661	0.00	8.70	4.62	14.68	6.90	2.97	2.00	2.00
FEX_0009662	0.00	0.66	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009663	14.05	11.00	13.00	7.00	23.00	13.00	5.00	5.00
FEX_0009664	300.55	273.17	287.43	214.09	2129.26	629.49	603.18	683.18
FEX_0009665	553.06	235.62	326.87	582.18	303.60	217.17	228.30	206.60
FEX_0009666	418.63	341.96	531.20	260.01	316.81	559.78	427.45	130.53
FEX_0009667	281.30	235.45	196.93	174.49	577.59	570.06	320.25	911.88
FEX_0009668	866.27	874.00	711.00	1052.18	2606.00	1993.22	3229.26	2956.00
FEX_0009669	12.00	66.00	25.00	28.00	107.00	155.00	107.00	62.00
FEX_0009670	2180.45	2132.83	1834.57	1233.91	4247.74	3264.51	3232.82	2538.82
FEX_0009671	588.93	241.98	431.71	95.26	102.76	1080.66	147.46	48.62
FEX_0009672	11.07	11.02	14.29	38.74	9.24	105.34	62.54	2.38
FEX_0009673	222.00	230.12	274.32	197.00	555.81	828.00	512.53	535.00
FEX_0009674	2.00	5.01	7.06	0.00	4.00	2.08	2.37	2.00
FEX_0009675	19.67	65.88	58.00	29.12	1.05	20.18	31.01	2.10
FEX_0009677	3.14	20.61	6.06	18.12	2.09	3.03	19.09	2.79
FEX_0009678	10.63	14.92	3.01	9.00	1.00	2.00	6.04	14.00
FEX_0009679	3.01	16.00	14.00	23.00	1.11	8.00	4.04	3.00
FEX_0009680	274.11	197.60	236.37	202.31	1045.64	430.95	425.57	687.23
FEX_0009681	544.00	452.05	681.00	431.00	387.92	527.95	602.69	85.10
FEX_0009682	7.87	2.88	0.00	0.00	0.00	0.00	5.68	2.67
FEX_0009683	412.37	489.57	249.90	265.07	1008.75	545.74	503.04	406.49
FEX_0009684	51.81	89.79	33.98	53.04	62.34	29.59	86.14	22.83
FEX_0009685	1138.34	1318.16	1027.78	584.26	2362.42	1435.27	1487.12	506.08
FEX_0009686	506.34	646.66	828.21	822.46	328.78	342.34	614.89	130.32
FEX_0009687	1.11	8.33	1.22	0.00	5.03	3.95	0.00	3.82
FEX_0009688	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
FEX_0009689	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0009690	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0009691	0.00	3.00	2.00	4.00	0.00	1.00	1.00	1.00
FEX_0009692	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009693	0.00	1.00	2.00	3.00	0.00	3.00	4.00	3.00
FEX_0009694	0.00	0.00	1.00	0.00	3.00	2.00	0.00	0.00
FEX_0009696	2758.63	2558.33	4695.17	5336.16	1615.26	2406.92	3501.22	390.32
FEX_0009697	1277.51	1034.70	600.92	451.10	1374.79	2737.58	1210.85	513.92
FEX_0009698	410.47	676.60	259.74	364.00	1350.23	2028.22	1410.46	1505.58
FEX_0009699	468.49	431.74	299.24	287.03	1730.42	989.36	777.00	795.71
FEX_0009700	15.00	47.00	6.00	12.00	111.00	69.00	42.00	170.00
FEX_0009701	7713.67	6340.26	6017.76	4284.98	9639.58	11977.64	7725.00	3942.40
FEX_0009702	27.00	41.00	33.00	31.00	87.00	103.00	100.00	167.00
FEX_0009703	243.00	332.00	155.00	184.00	412.00	259.00	246.00	186.00
FEX_0009704	119.50	16.23	4.93	19.01	417.98	55.68	141.41	223.69
FEX_0009705	6.00	1.00	0.00	0.00	11.00	21.00	10.00	12.00
FEX_0009706	0.00	10.02	5.19	23.25	21.34	8.32	0.00	456.45
FEX_0009707	76276.34	67683.58	50887.26	43415.71	63820.60	67129.55	54088.00	15978.44
FEX_0009708	364.66	274.42	307.69	96.29	1190.40	2073.45	802.00	760.56
FEX_0009709	364.49	192.27	238.76	146.65	129.99	1847.30	536.86	48.79
FEX_0009710	170.51	102.73	159.24	118.35	36.01	116.70	114.14	28.21
FEX_0009711	46.00	57.00	58.00	13.00	88.00	146.00	151.00	28.00
FEX_0009712	25.34	1001.13	194.98	82.64	1147.09	823.54	343.83	317.48
FEX_0009713	5.61	118.09	54.44	18.58	61.60	94.63	81.90	18.25
FEX_0009714	2234.27	2989.49	3612.73	3504.17	1717.06	3137.58	3495.54	559.69
FEX_0009715	22.78	21.59	10.97	7.62	219.25	47.06	113.78	181.59
FEX_0009716	184.29	212.98	313.18	322.49	66.56	164.30	170.83	12.46
FEX_0009717	209.43	273.84	241.84	257.16	284.57	218.67	188.78	113.11
FEX_0009718	347.50	382.70	285.99	298.70	652.70	500.22	542.20	414.29
FEX_0009719	623.79	602.51	494.65	390.44	1985.23	1113.55	1121.90	889.17
FEX_0009720	332.98	193.97	250.34	300.20	322.94	342.26	499.29	94.97
FEX_0009721	73.00	127.00	77.00	62.00	343.00	334.00	188.00	331.00
FEX_0009722	7.00	18.00	12.00	4.00	9.00	33.00	11.00	23.00
FEX_0009723	139.98	154.39	100.42	92.74	95.71	162.08	233.98	294.95
FEX_0009724	29.06	15.75	0.00	0.00	364.74	129.70	96.31	291.33
FEX_0009726	1.00	0.00	8.00	1.00	1.00	2.00	4.00	0.00
FEX_0009727	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00
FEX_0009728	0.00	35.00	6.00	18.00	15.00	60.00	106.00	35.00
FEX_0009729	48.91	63.30	48.37	132.44	36.18	32.65	48.88	4.00
FEX_0009730	6.09	1.70	1.63	1.56	5.82	6.35	14.12	5.00
FEX_0009731	0.00	5.00	0.72	4.00	0.00	0.00	1.84	0.00
FEX_0009732	10.00	25.00	22.00	8.00	3.00	2.00	8.00	0.00
FEX_0009733	836.85	959.31	1268.91	1206.74	404.95	696.50	1232.93	81.07
FEX_0009734	9.00	9.00	14.00	1.00	0.00	0.00	0.00	0.00
FEX_0009735	0.00	0.00	0.00	0.00	1.07	0.00	0.00	4.81
FEX_0009736	12.60	13.27	5.28	0.00	8.68	5.55	3.00	0.00
FEX_0009737	0.00	0.00	0.00	10.36	0.00	0.00	0.00	0.00
FEX_0009738	7.46	13.94	23.05	8.89	9.14	0.00	1.00	0.00
FEX_0009739	1.00	0.00	6.98	2.00	0.00	3.00	1.00	1.00
FEX_0009740	12.01	19.01	4.02	2.00	8.00	8.00	4.00	1.00
FEX_0009742	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009743	0.00	0.00	0.00	0.00	0.00	4.95	0.00	0.00
FEX_0009744	6.00	26.00	6.86	10.00	15.00	11.00	9.00	5.00
FEX_0009745	0.00	9.76	6.67	2.13	1.33	0.85	0.00	0.74
FEX_0009746	0.00	11.92	3.33	5.51	0.67	4.55	1.22	1.71
FEX_0009747	0.00	0.00	0.00	1.00	0.00	2.00	0.00	0.00
FEX_0009748	0.00	4.28	0.00	0.00	0.00	2.00	0.00	6.00
FEX_0009749	1.99	0.00	1.96	2.09	0.00	1.15	0.00	1.00
FEX_0009750	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009751	0.00	7.00	5.32	3.01	2.00	2.68	3.52	1.00
FEX_0009752	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
FEX_0009753	2.19	4.17	0.00	0.00	2.14	2.21	0.00	0.00
FEX_0009754	19.68	15.31	40.60	22.25	13.86	26.26	31.45	15.50
FEX_0009755	12.15	30.20	13.02	9.74	16.55	4.02	7.43	2.05
FEX_0009756	232.00	296.00	40.00	182.00	980.00	234.00	514.00	195.00
FEX_0009757	10.00	29.92	2.02	8.85	10.68	12.18	16.08	5.00
FEX_0009758	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00
FEX_0009759	1.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00
FEX_0009760	94.89	121.87	157.05	15.00	160.49	30.74	193.45	94.00
FEX_0009761	1.00	2.00	4.07	0.00	4.00	3.00	0.00	3.00
FEX_0009762	1.00	3.07	3.47	2.47	2.00	3.00	2.03	6.66
FEX_0009763	1.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00
FEX_0009765	301.00	273.00	287.00	165.00	357.00	276.00	382.03	93.04
FEX_0009766	251.00	197.00	421.00	10.06	216.00	211.00	61.00	127.00
FEX_0009767	0.00	1.00	1.00	8.00	0.00	0.00	0.00	0.00
FEX_0009768	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00
FEX_0009769	11.12	17.86	15.83	23.88	3.00	13.20	8.94	10.51
FEX_0009770	4.97	4.66	7.17	5.58	0.00	6.02	3.34	0.08
FEX_0009771	33.02	86.59	76.00	54.46	4.00	33.00	37.92	11.37
FEX_0009772	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009773	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009774	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009775	0.00	1.00	2.00	2.00	0.00	1.00	2.00	0.00
FEX_0009776	0.00	0.00	0.00	1.00	0.00	1.00	1.00	1.00
FEX_0009778	5.00	1.00	0.00	3.00	0.00	7.00	0.00	1.00
FEX_0009779	5.00	4.92	12.67	12.00	2.00	6.01	4.00	1.00
FEX_0009780	1834.00	1527.00	2803.00	2284.00	1263.85	1902.00	2006.00	337.64
FEX_0009781	201.39	209.71	166.69	170.01	185.76	184.02	178.51	30.00
FEX_0009782	11.61	3.29	3.37	2.99	10.24	7.98	5.49	0.00
FEX_0009783	5.00	4.00	3.00	0.00	30.00	12.79	22.00	12.00
FEX_0009784	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009785	1.00	9.00	15.00	16.00	0.00	18.00	5.00	5.00
FEX_0009786	0.00	3.00	8.00	2.03	0.00	0.00	7.04	7.00
FEX_0009788	6.00	21.00	21.00	11.00	0.00	6.00	11.00	19.00
FEX_0009789	0.00	0.00	0.00	3.05	1.01	8.05	0.00	0.00
FEX_0009790	2.00	2.00	4.00	0.00	0.00	8.19	7.00	1.00
FEX_0009792	2.00	1.00	14.00	0.00	0.00	2.00	1.00	10.00
FEX_0009793	0.00	0.00	0.00	7.00	0.00	4.03	0.00	0.00
FEX_0009794	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0009796	0.00	0.00	2.00	0.00	0.00	0.00	2.00	5.00
FEX_0009797	116.00	164.00	67.00	86.00	234.30	241.66	179.50	381.36
FEX_0009798	130.00	107.00	76.00	87.00	284.70	103.34	130.51	298.60
FEX_0009799	11.00	20.00	18.00	6.00	12.00	18.00	12.00	19.00
FEX_0009800	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009801	18.00	3.72	3.72	33.53	0.00	3.73	7.44	3.71
FEX_0009802	0.00	18.28	73.28	6.47	4.00	9.27	23.56	7.29
FEX_0009803	11.75	8.11	7.13	2.77	135.78	18.92	11.34	128.15
FEX_0009804	2.00	13.00	14.00	5.00	23.00	18.00	10.00	22.00
FEX_0009805	14.00	28.00	62.00	43.00	32.00	48.00	28.00	37.00
FEX_0009806	0.00	5.00	7.00	2.00	2.00	7.00	3.00	14.00
FEX_0009807	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009808	7.00	5.00	21.00	4.00	13.00	11.00	13.00	5.00
FEX_0009809	61.24	56.43	23.24	19.47	61.25	82.21	88.08	60.18
FEX_0009810	239.23	573.42	241.23	121.47	559.82	558.11	916.04	162.45
FEX_0009811	199.00	239.00	437.00	105.00	75.00	246.00	136.00	40.00
FEX_0009812	301.51	476.05	220.04	288.79	1078.59	873.23	638.06	883.67
FEX_0009813	579.49	188.95	509.96	344.21	413.41	543.77	253.94	97.33
FEX_0009814	534.57	593.00	788.00	617.00	531.96	640.97	688.97	570.00
FEX_0009815	3.00	7.00	11.00	3.00	16.00	13.00	5.00	9.00
FEX_0009816	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009817	433.30	321.59	470.05	393.04	455.00	343.00	278.08	209.72
FEX_0009818	23.01	57.74	46.11	20.21	311.34	125.52	110.69	308.96
FEX_0009819	5.00	5.00	9.00	7.00	2.00	10.00	6.00	9.00
FEX_0009820	1.00	7.00	12.00	1.00	3.00	6.00	21.00	1.00
FEX_0009821	2.00	4.00	4.00	1.00	4.00	7.00	8.00	8.00
FEX_0009822	11.00	13.00	19.00	2.00	17.00	22.00	10.00	21.00
FEX_0009823	284.99	392.26	149.89	195.79	290.66	455.48	147.31	103.04
FEX_0009824	6.00	25.61	24.74	8.32	14.26	15.55	21.53	15.37
FEX_0009825	1.00	5.00	10.00	14.00	0.00	12.00	4.00	0.00
FEX_0009826	35.25	15.11	80.33	31.49	12.61	72.68	60.52	14.02
FEX_0009827	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0009828	158.80	190.24	118.78	241.88	0.00	234.04	166.76	41.41
FEX_0009829	3761.01	2130.16	2728.69	1514.20	2621.29	2982.30	3378.80	707.37
FEX_0009830	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009831	144.19	149.84	123.53	111.92	410.77	252.91	290.54	294.81
FEX_0009832	375.61	277.98	120.55	83.31	1027.84	142.19	148.20	296.64
FEX_0009833	12.07	23.23	47.12	15.08	13.06	16.13	13.43	22.35
FEX_0009834	610.00	953.07	592.14	596.00	1713.01	937.82	1058.00	1021.99
FEX_0009835	1197.16	1088.79	717.78	735.94	2775.16	3037.87	2378.78	3253.04
FEX_0009836	378.17	1079.50	579.84	426.72	2022.94	1183.73	1185.78	2317.18
FEX_0009837	1042.57	923.90	1399.07	1659.82	395.59	670.09	1201.41	68.71
FEX_0009838	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0009839	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0009840	3.02	19.58	25.08	5.23	13.88	17.73	29.83	24.17
FEX_0009842	0.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00
FEX_0009843	3.00	12.39	11.00	5.00	6.06	16.32	6.00	10.00
FEX_0009844	58.91	61.79	143.23	84.96	63.68	122.10	103.85	39.43
FEX_0009845	521.29	675.64	642.17	499.77	2070.95	1235.48	1266.80	577.98
FEX_0009846	326.92	345.93	314.44	194.76	231.16	229.17	323.07	74.49
FEX_0009847	1428.31	1345.89	1979.04	602.43	1624.98	2835.50	1754.14	238.78
FEX_0009848	667.38	461.62	546.15	284.46	1250.81	1085.44	584.48	116.00
FEX_0009849	2.69	5.00	2.94	6.27	2.00	1.33	0.00	0.00
FEX_0009850	41.91	19.00	16.15	39.69	13.00	28.17	10.92	6.00
FEX_0009851	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009852	4.00	3.00	1.10	1.00	1.00	3.43	1.22	0.00
FEX_0009853	345.00	354.00	404.00	181.00	400.00	478.00	260.00	260.00
FEX_0009855	389.64	608.64	296.78	387.00	1206.86	684.20	738.80	1083.52
FEX_0009856	647.00	685.00	1231.30	736.38	589.05	383.72	494.46	58.48
FEX_0009857	198.00	295.13	246.47	169.39	137.60	150.18	242.04	33.41
FEX_0009858	1.00	1.00	5.00	1.00	0.00	2.00	2.00	1.00
FEX_0009859	8.00	9.91	5.24	3.05	9.01	3.00	7.27	0.00
FEX_0009860	145.00	61.30	134.00	56.00	25.09	68.00	45.00	22.00
FEX_0009861	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009862	12.04	36.00	16.00	20.46	13.00	17.02	4.00	5.00
FEX_0009863	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009864	0.00	0.00	3.00	1.00	0.00	0.00	4.00	0.00
FEX_0009865	1016.77	1036.78	710.78	623.25	1856.16	3224.40	3350.31	1039.40
FEX_0009866	6.23	6.00	0.00	0.00	81.84	15.60	46.66	3.65
FEX_0009867	0.00	1.00	0.00	1.00	0.00	0.00	0.00	2.00
FEX_0009868	53.47	35.42	40.42	12.09	24.61	24.13	15.94	0.00
FEX_0009869	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009870	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009871	1.00	9.00	3.00	2.13	0.00	0.00	5.00	1.00
FEX_0009872	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0009873	0.94	3.80	0.00	3.00	1.01	0.00	0.00	2.02
FEX_0009874	5.00	17.00	5.00	0.00	0.00	6.00	2.11	2.00
FEX_0009875	1.00	1.00	1.00	1.00	0.00	0.00	3.00	0.00
FEX_0009876	2950.61	2470.48	2061.80	1501.23	2351.08	2530.38	2464.45	599.80
FEX_0009877	805.39	487.69	770.20	562.77	419.92	413.02	622.56	88.95
FEX_0009878	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
FEX_0009879	160.81	213.73	223.89	138.58	1029.14	443.54	445.98	277.93
FEX_0009880	0.00	3.46	14.00	27.40	0.00	0.00	2.00	0.00
FEX_0009881	295.00	294.00	179.00	164.00	807.00	401.00	394.00	219.00
FEX_0009882	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00
FEX_0009883	0.00	1.00	1.00	0.00	0.00	0.00	0.00	2.00
FEX_0009884	7.92	18.61	33.81	26.29	12.02	14.06	18.64	9.76
FEX_0009885	1.00	0.00	1.00	1.00	1.00	3.01	1.00	2.00
FEX_0009886	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0009887	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00
FEX_0009888	1.99	19.56	10.38	60.09	0.00	6.13	46.76	1.00
FEX_0009889	2.16	0.00	6.00	5.60	0.00	12.49	1.01	7.16
FEX_0009890	1.00	3.00	2.00	0.00	0.00	1.00	0.00	2.00
FEX_0009891	0.00	3.00	1.00	0.00	1.00	1.00	0.00	0.00
FEX_0009892	0.00	0.00	1.00	5.00	0.00	0.00	2.00	0.00
FEX_0009894	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
FEX_0009895	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009897	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009898	3.00	0.26	3.05	0.00	5.31	1.55	0.00	1.75
FEX_0009899	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009900	0.00	2.92	0.00	1.00	0.00	0.00	1.00	1.00
FEX_0009901	1.00	0.00	2.00	0.00	0.00	0.00	1.00	1.00
FEX_0009902	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009903	0.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00
FEX_0009904	0.00	2.03	2.00	4.07	0.00	1.00	0.00	0.00
FEX_0009905	151.00	180.00	182.00	206.00	296.00	185.00	169.00	81.00
FEX_0009906	1443.00	1794.00	1062.00	811.00	2798.00	2283.00	1771.00	631.00
FEX_0009907	1665.15	1890.45	2084.53	1447.09	2286.36	2570.37	2791.83	721.31
FEX_0009908	111.85	205.55	152.47	86.91	459.64	334.63	346.17	349.69
FEX_0009909	4.00	21.00	14.00	7.00	7.00	22.00	9.00	9.00
FEX_0009910	15.00	50.00	39.00	18.00	107.00	88.00	91.00	74.00
FEX_0009911	2.00	5.00	3.00	7.00	0.00	0.00	1.00	1.00
FEX_0009912	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009914	0.00	0.00	1.00	1.00	0.00	1.00	4.00	1.00
FEX_0009915	0.00	19.00	12.00	9.00	2.00	23.00	21.00	12.00
FEX_0009916	11.00	0.00	36.00	0.00	0.00	19.08	4.33	0.00
FEX_0009917	0.00	34.00	0.00	22.00	44.00	18.92	21.67	22.00
FEX_0009918	146.00	193.00	65.00	106.00	771.00	548.00	342.00	472.00
FEX_0009919	12.42	14.92	27.12	21.26	89.80	56.50	71.99	72.00
FEX_0009920	17.58	39.08	27.88	60.74	42.20	26.50	29.01	7.00
FEX_0009921	2.00	0.00	2.00	0.00	0.00	3.00	1.00	0.00
FEX_0009922	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00
FEX_0009923	1.00	12.00	0.00	31.00	11.00	16.00	13.00	4.00
FEX_0009924	397.00	219.00	381.00	178.00	905.00	1504.00	611.00	796.00
FEX_0009925	7.00	18.00	18.00	7.00	10.00	18.00	18.00	8.00
FEX_0009926	0.00	2.00	0.00	3.00	0.00	1.00	0.00	3.00
FEX_0009927	0.00	0.00	0.00	9.00	0.00	0.00	0.00	0.00
FEX_0009928	740.00	1105.00	465.00	631.00	1487.00	1208.00	996.00	1107.00
FEX_0009929	0.00	5.00	11.00	3.00	0.00	3.00	0.00	3.00
FEX_0009930	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
FEX_0009931	1.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00
FEX_0009932	0.00	0.00	9.00	3.00	11.00	0.00	4.00	2.00
FEX_0009933	33.00	67.00	59.00	26.00	15.00	17.00	31.00	4.00
FEX_0009934	0.00	0.00	0.00	0.00	3.00	0.00	1.00	2.02
FEX_0009935	16.00	34.00	45.00	17.00	19.01	24.00	25.00	20.00
FEX_0009936	7.00	28.00	23.00	11.00	8.00	8.00	24.00	1.00
FEX_0009937	3.00	23.59	24.78	5.63	1.00	5.00	14.38	0.00
FEX_0009938	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0009939	4.00	1.00	1.00	3.00	0.00	0.00	1.00	0.00
FEX_0009940	1.00	9.00	16.00	10.81	0.00	8.00	10.00	6.00
FEX_0009941	12.00	20.00	10.00	25.00	12.00	7.00	18.00	12.00
FEX_0009942	1.00	1.00	9.00	8.00	0.00	0.00	0.00	1.00
FEX_0009943	16.00	18.15	31.00	16.18	15.27	15.27	26.25	4.48
FEX_0009944	0.00	1.00	1.00	0.00	1.00	1.00	2.00	0.00
FEX_0009945	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
FEX_0009946	0.00	1.00	9.00	2.09	1.00	1.01	0.00	0.00
FEX_0009947	2.00	2.22	3.00	0.00	2.00	0.00	0.00	0.85
FEX_0009948	20.00	110.36	93.00	55.54	0.00	21.13	21.00	10.00
FEX_0009949	21.00	21.25	65.00	8.00	43.73	25.00	20.75	43.86
FEX_0009950	12.00	9.00	14.00	2.04	0.00	14.00	21.00	3.00
FEX_0009951	1.00	8.00	1.00	0.00	0.00	2.00	5.00	0.00
FEX_0009952	1.00	2.00	1.00	0.00	0.00	2.00	0.00	0.00
FEX_0009954	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0009955	1.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
FEX_0009956	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009957	0.00	0.00	3.00	1.00	0.00	0.00	0.00	0.00
FEX_0009958	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009959	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009961	0.00	9.00	1.00	4.00	0.00	0.00	0.00	0.00
FEX_0009962	0.00	2.21	2.17	0.00	0.00	50.07	32.57	7.93
FEX_0009963	0.00	1.00	0.00	1.00	0.00	1.00	1.00	1.00
FEX_0009964	7.38	10.05	14.52	25.38	1.00	0.00	16.07	10.74
FEX_0009965	0.00	0.00	0.00	0.00	0.00	21.65	0.00	0.00
FEX_0009966	1.00	0.51	6.00	2.00	4.00	5.00	3.00	0.00
FEX_0009967	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0009968	3.00	10.00	2.00	25.00	4.00	14.00	33.00	13.00
FEX_0009970	14.00	14.98	10.81	6.03	2.83	13.03	13.08	1.07
FEX_0009971	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0009972	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0009973	5.09	7.20	15.57	17.50	0.00	10.13	2.08	4.09
FEX_0009974	1066.01	793.30	1312.07	1073.25	547.09	793.53	1035.32	75.89
FEX_0009975	10.85	8.12	1.98	5.48	206.26	71.83	48.45	138.58
FEX_0009976	1.00	1.00	2.00	1.00	0.00	1.98	5.00	0.00
FEX_0009977	0.00	0.00	0.00	0.00	0.00	3.47	0.00	0.00
FEX_0009978	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0009979	385.64	427.79	336.18	275.12	668.89	460.34	528.79	142.39
FEX_0009980	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009981	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009982	783.00	861.55	897.59	1334.21	898.00	801.13	835.00	241.19
FEX_0009983	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009984	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
FEX_0009985	245.00	183.00	137.00	171.00	330.00	236.00	223.00	200.00
FEX_0009986	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0009987	0.00	0.00	0.00	0.00	0.00	0.61	0.00	0.00
